# balls=5,catches=3,detected=0,sampleRate=200,timestamp=1781240988,countMode=watch_hand
x,y,z
278,71,943
280,66,945
283,67,950
288,70,955
290,74,959
291,76,965
288,77,965
287,78,966
285,78,969
284,79,967
282,78,964
281,78,961
277,79,956
273,78,952
270,79,947
268,80,946
268,81,947
267,82,947
267,81,947
266,80,950
269,80,953
271,80,955
273,79,956
273,80,959
274,82,962
275,84,969
275,86,970
274,87,973
272,87,972
269,87,971
267,85,970
265,85,969
263,84,967
262,85,964
260,83,964
257,84,964
255,83,963
256,83,963
258,85,965
261,84,967
263,84,971
265,80,972
265,77,975
264,76,975
261,75,976
259,74,977
257,74,976
257,75,975
257,75,974
257,73,972
256,73,968
257,72,966
260,71,966
261,69,963
262,69,960
261,69,957
260,68,956
259,69,955
258,68,954
256,69,953
256,70,953
257,70,954
260,71,954
263,72,954
263,74,954
263,74,954
261,74,954
262,74,953
264,74,953
266,75,954
267,75,957
267,77,958
265,77,960
262,77,960
259,77,958
258,76,956
257,76,952
257,75,948
258,75,946
260,75,944
260,77,942
260,76,943
261,76,941
264,75,942
268,74,943
271,72,943
274,73,944
275,73,944
276,73,944
276,76,942
277,78,941
280,81,941
282,85,941
284,87,943
284,87,945
282,86,946
278,85,945
275,82,945
273,83,944
272,84,943
272,87,945
273,90,946
274,91,951
275,90,952
277,89,949
276,87,947
271,86,945
268,84,944
268,86,944
270,86,942
271,87,940
271,86,939
271,86,940
273,86,942
276,86,945
279,86,947
284,85,945
286,84,947
289,84,947
292,84,947
292,87,948
291,88,952
289,91,952
286,93,954
284,95,953
284,96,954
284,98,955
287,97,957
288,98,958
285,97,957
282,96,959
278,97,957
277,97,955
277,97,955
279,97,955
281,97,957
280,95,958
278,92,959
278,91,960
280,90,961
285,90,963
290,89,965
293,85,963
294,83,963
293,81,963
293,80,965
294,80,965
295,81,966
293,81,965
290,81,965
288,80,963
285,79,965
282,78,969
280,78,968
279,78,968
278,79,972
280,81,976
282,81,972
279,82,969
277,83,971
277,85,970
275,87,964
274,88,965
275,89,969
276,89,969
276,88,969
276,89,972
276,88,972
278,88,971
279,89,970
280,90,967
280,91,962
279,94,963
282,96,962
286,96,963
287,96,964
289,96,965
291,93,967
290,90,968
289,88,965
286,87,961
285,88,956
283,88,951
283,91,949
282,93,947
280,92,944
275,90,939
273,89,937
271,87,934
272,88,931
274,90,930
276,92,928
277,95,925
279,98,924
282,100,924
284,103,928
282,102,931
280,102,934
281,102,938
277,102,938
274,100,939
274,101,941
272,103,940
269,103,938
267,103,936
268,104,933
270,104,929
270,103,926
269,102,924
267,101,921
268,101,919
272,102,919
274,103,921
275,102,921
272,101,920
271,100,919
271,99,918
274,101,920
275,102,922
273,105,927
268,104,930
265,101,930
262,100,929
263,102,926
268,103,925
272,105,922
277,106,919
278,107,916
275,106,915
272,106,915
272,103,913
274,103,908
281,103,914
287,103,911
291,103,912
293,103,918
288,99,922
287,96,928
286,89,932
287,82,932
287,75,927
288,68,922
287,63,916
286,59,912
290,57,906
294,58,906
295,57,906
295,55,899
296,51,887
297,47,878
295,38,873
288,27,870
282,14,865
274,4,860
264,0,846
260,2,842
263,7,814
279,19,806
298,28,809
310,34,795
318,34,778
321,30,772
319,25,765
317,21,765
315,17,764
319,13,768
330,11,773
340,11,776
348,12,786
354,13,801
362,19,805
380,34,799
394,45,796
400,49,791
403,40,790
403,33,799
408,32,801
414,35,793
400,30,777
363,21,773
317,9,771
277,7,760
249,15,751
231,27,749
224,38,753
230,43,756
250,39,763
279,32,761
304,18,761
323,3,763
342,-3,768
362,-4,776
382,0,790
404,4,806
426,6,819
444,9,826
454,9,831
463,5,831
475,-3,830
482,0,834
458,-1,836
448,8,841
469,18,839
463,28,852
444,31,857
424,29,850
406,19,845
394,9,842
380,0,849
365,-15,855
350,-28,861
332,-39,865
321,-43,871
319,-54,878
323,-61,883
326,-66,883
331,-80,891
331,-98,903
331,-113,908
334,-120,917
335,-123,921
333,-124,915
332,-129,907
339,-135,904
356,-141,901
381,-150,895
401,-163,892
413,-177,886
418,-191,878
422,-201,875
422,-208,875
419,-215,872
412,-219,857
401,-221,839
385,-218,833
368,-217,826
360,-215,824
358,-216,834
361,-225,845
365,-237,848
371,-251,852
376,-262,857
383,-269,856
389,-273,859
397,-276,864
407,-281,864
420,-287,862
437,-294,858
457,-295,851
477,-293,846
489,-291,838
494,-291,833
497,-295,823
500,-301,812
505,-304,799
511,-306,789
510,-308,785
505,-311,791
494,-315,795
487,-321,796
480,-326,799
472,-332,808
467,-334,815
463,-334,815
455,-342,818
444,-355,826
438,-371,838
437,-386,851
439,-391,867
439,-392,881
434,-393,898
420,-399,920
406,-408,940
399,-412,960
400,-417,975
399,-423,979
396,-432,977
388,-443,972
374,-454,955
364,-458,935
360,-452,931
356,-442,922
354,-426,895
350,-422,872
347,-425,846
356,-426,831
368,-419,813
373,-412,800
370,-411,791
366,-411,786
370,-407,785
376,-402,780
381,-402,785
382,-402,783
381,-405,783
377,-412,784
375,-420,793
379,-429,808
389,-436,821
401,-442,837
412,-454,852
421,-464,857
427,-476,868
430,-487,872
429,-494,866
426,-503,868
433,-511,859
439,-520,851
442,-533,841
448,-544,834
457,-554,825
471,-561,822
492,-563,815
513,-568,808
524,-581,813
534,-589,808
543,-591,809
551,-585,813
556,-581,823
558,-584,831
561,-595,841
560,-609,852
556,-617,863
545,-625,878
531,-628,893
521,-624,898
510,-627,911
503,-628,917
496,-633,917
492,-634,909
494,-631,901
505,-623,884
512,-615,865
508,-611,852
499,-605,823
483,-604,802
473,-597,787
474,-582,769
473,-573,753
